"commune_id","commune_nom","commune_geom","commune_chf_lieu","commune_centroid","commune_superficie","commune_population","pays_id","pays_nom","pays_geom","pays_centroid","pays_superficie","pays_population","pays_capitale"
"SU54N","ERLINSBACH (SO)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU541","SCHNOTTWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU542","SCHOENENWERD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU543","SEEWEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU544","SELZACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU545","SOLOTHURN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU546","STARRKIRCH WIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU547","STEINHOF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU548","STUESSLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU549","SUBINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU611","BALE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU612","BETTINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU613","RIEHEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71A","BINNINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71B","BIRSFELDEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71C","BLAUEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71D","BOECKTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71E","BOTTMINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71F","BRETZWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71G","BRISLACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71H","BUBENDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71I","BUCKTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71J","BURG IM LEIMENTAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71K","BUUS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71L","DIEGTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71M","DIEPFLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71N","DITTINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71O","DUGGINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71P","EPTINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71Q","ETTINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71R","FRENKENDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71S","FUELLINSDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71T","GELTERKINDEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71U","GIEBENACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71V","GRELLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71W","HAEFELFINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71X","HEMMIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71Y","HERSBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU71Z","HOELSTEIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU711","AESCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU712","ALLSCHWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU713","ANWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU714","ARBOLDSWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU715","ARISDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU716","ARLESHEIM","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU717","AUGST","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU718","BENNWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU719","BIEL BENKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72A","LIEDERTSWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72B","LIESBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72C","LIESTAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72D","LUPSINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72E","MAISPRACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72F","MUENCHENSTEIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72G","MUTTENZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72H","NENZLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72I","NIEDERDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72J","NUSSHOF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72K","OBERDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72L","OBERWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72M","OLTINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72N","ORMALINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72O","PFEFFINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72P","PRATTELN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72Q","RAMLINSBURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72R","REIGOLDSWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72S","REINACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72T","RICKENBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72U","ROESCHENZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72V","ROGGENBURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72W","ROTHENFLUH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72X","RUEMLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72Y","RUENENBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU72Z","SCHOENENBUCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU721","ITINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU722","KAENERKINDEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU723","KILCHBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU724","LAEUFELFINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU725","LAMPENBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU726","LANGENBRUCK","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU727","LAUFEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU728","LAUSEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU729","LAUWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU73A","WENSLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU73B","WINTERSINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU73C","WITTINSBURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU73D","ZEGLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU73E","ZTEFEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU73F","ZUNZGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU73G","ZWINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU731","SELTISBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU732","SISSACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU733","TECKNAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU734","TENNIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU735","THERWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU736","THUERNEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU737","TITTERTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU738","WAHLEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU739","WALDENBURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81A","BADEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81B","BALDINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81C","BEINWIL (FREIAMT)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81D","BEINWIL AM SEE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81E","BELLIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81F","BENZENSCHWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81G","BERGDIETIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81H","BERIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81I","BESENBUEREN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81J","BETTWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81K","BIBERSTEIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81L","BIRMENSTORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81M","BIRR","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81N","BIRRHARD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81O","BIRRWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81P","BOEBIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81Q","BOETTSTEIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81R","BOEZEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81S","BONISWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81T","BOSWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81U","BOTTENWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81V","BREMGARTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81W","BRITTNAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81X","BRUGG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81Y","BRUNEGG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU81Z","BUCHS (ARGOVIE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU811","AARAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU812","AARBURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU813","ABTWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU814","AMMERSWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU815","ARISTAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU816","ARNI (ARGOVIE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU817","ATTELWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU818","AUENSTEIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU819","AUW","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82A","DUERRENAESCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82B","EFFINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82C","EGGENWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82D","EGLISWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82E","EIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82F","ELFINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82G","ENDINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82H","ENNETBADEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82I","ERLINSBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82J","ETZGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82K","FAHRWANGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82L","FISCHBACH GOESLIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82M","FISIBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82N","FISLISBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82O","FREIENWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82P","FRICK","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82Q","FULL REUENTHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82R","GALLENKIRCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82S","GANSINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82T","GEBENSTORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82U","GELTWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82V","GIPF OBERFRICK","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82W","GONTENSCHWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82X","GRAENICHEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82Y","HABSBURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU82Z","HAEGGLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU821","BUENZEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU822","BUETTIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU823","BURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU824","BUTTWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU825","DENSBUEREN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU826","DIETWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU827","DINTIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU828","DOETTINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU829","DOTTIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83A","HOLZIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83B","HORNUSSEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83C","HOTTWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83D","HUNZENSCHWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83E","ISLISBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83F","ITTENTHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83G","JONEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83H","KAISERAUGST","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83I","KAISERSTUHL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83J","KAISTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83K","KALLERN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83L","KILLWANGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83M","KIRCHLEERAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83N","KLINGNAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83O","KOBLENZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83P","KOELLIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83Q","KUENTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83R","KUETTIGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83S","LAUFENBURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83T","LEIBSTADT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83U","LEIMBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83V","LENGNAU (ARGOVIE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83W","LENZBURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83X","LEUGGERN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83Y","LEUTWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU83Z","LINN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU831","HALLWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU832","HAUSEN BEI BRUGG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU833","HELLIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU834","HENDSCHIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU835","HERMETSCHWIL STAFFEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU836","HERZNACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU837","HILFIKON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU838","HIRSCHTHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU839","HOLDERBANK (ARGOVIE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84A","METTAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84B","MOEHLIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84C","MOENTHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84D","MOERIKEN WILDEGG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84E","MOOSLEERAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84F","MUEHLAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84G","MUEHLETHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84H","MUELLIGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84I","MUENCHWILEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84J","MUHEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84K","MUMPF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84L","MURGENTHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU84M","MURI","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
