"commune_id","commune_nom","commune_geom","commune_chf_lieu","commune_centroid","commune_superficie","commune_population","pays_id","pays_nom","pays_geom","pays_centroid","pays_superficie","pays_population","pays_capitale"
"SU429","CHESOPELLOZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43A","FARVAGNY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43B","FERPICLOZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43C","FETIGNY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43D","FIAUGERES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43E","FONT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43F","FOREL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43G","FRAESCHELS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43H","FRASSES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43I","FRIBOURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43J","GALMIZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43K","GEMP?NACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43L","GIFFERS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43M","GILLARENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43N","GIVISIEZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43O","GLETTERENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43P","GRANDVILLARD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43Q","GRANGES (VEVEYSE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43R","GRANGES PACCOT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43S","GRANGES DE VESIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43T","GRANGETTES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43U","GRATTAVACHE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43V","GRENG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43W","GROLLEY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43X","GRUYERES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43Y","GUMEFENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU43Z","GURMELS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU431","ECUVILLENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU432","ENNEY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU433","EPENDES (FRIBOURG)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU434","ESMONTS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU435","ESSERT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU436","ESTAVANNENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU437","ESTAVAYER LE GIBLOUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU438","ESTAVAYER LE LAC","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU439","ESTEVENENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44A","KLEINGURMELS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44B","LA CORBAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44C","LA JOUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44D","LA MAGNE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44E","LA NEIRIGUE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44F","LA ROCHE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44G","LA TOUR DE TREME","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44H","LE BRY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44I","LE CHATELARD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44J","LE CRET","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44K","LE PAQUIER (FRIBOURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44L","LECHELLES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44M","LENTIGNY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44N","LES ECASSEYS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44O","LESSOC","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44P","LIEBISTORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44Q","LIEFFRENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44R","LOSSY FORMANGUEIRES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44S","LOVENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44T","LULLY (FRIBOURG)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44U","LURTIGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44V","LUSSY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44W","MAGNEDENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44X","MANNENS GRANDSIVAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44Y","MARLY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU44Z","MARSENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU441","GUSCHELMUTH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU442","HAUT VULLY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU443","HAUTEVILLE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU444","HEITENRIED","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU445","HENNENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU446","JAUN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU447","JEUSS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU448","KERZERS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU449","KLEINBOESINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45A","MONTAGNY LES MONTS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45B","MONTBOVON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45C","MONTBRELLOZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45D","MONTET (BROYE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45E","MONTET (GLANE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45F","MONTEVRAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45G","MORENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45H","MORLON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45I","MOSSEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45J","MUNTELIER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45K","MURIST","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45L","MURTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45M","NEIRIVUE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45N","NEYRUZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45O","NOREAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45P","NUVILLY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45Q","OBERRIED","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45R","OBERSCHROT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45S","ONNENS (FRIBOURG)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45T","ORSONNENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45U","PIERRAFORTSCHA","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45V","PLAFFEIEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45W","PLASSELB","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45X","PONT(VEVEYSE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45Y","PONT LA VILLE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU45Z","PONTHAUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU451","MASSONNENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU452","MATRAN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU453","MAULES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU454","MENIERES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU455","MEYRIEZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU456","MEZIERES (FRIBOURG)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU457","MIDDES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU458","MISERY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU459","MONTAGNY LA VILLE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46A","PROMASENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46B","RECHTHALTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46C","REMAUFENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46D","RIAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46E","RIED BEI KERZERS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46F","ROMANENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46G","ROMONT (FRIBOURG)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46H","ROSSENS (FRIBOURG)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46I","RUE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46J","RUEYRES SAINT LAUREN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46K","RUEYRES TREYFAYES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46L","RUEYRES LES PRES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46M","RUSSY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46N","SAINT AUBIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46O","SAINT MARTIN (FRIBOU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46P","SALES (GRUYERE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46Q","SALVENACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46R","SCHMITTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46S","SEIRY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46T","SEMSALES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46U","ISENEDES","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46V","ISEVAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46W","SIVIRIEZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46X","SOMMENTIER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46Y","SORENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU46Z","SAINT ANTONI","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU461","PORSEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU462","PORTALBAN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU463","POSIEUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU464","PRARATOUD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU465","PRAROMAN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU466","PREVONDAVAUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU467","PREZ VERS NOREAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU468","PREZ VERS SIVIRIEZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU469","IPROGENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47A","IURSY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47B","VALLON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47C","VAUDERENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47D","VAULRUZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47E","VESIN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47F","VILLARABOUD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47G","VILLARBENEY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47H","VILLAREPOS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47I","VILLARGIROUD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47J","VILLARIAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47K","VILLARIMBOUD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47L","VILLARLOD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47M","VILLARS SOUS MONT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47N","VILLARS SUR GLANE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47O","VILLARSEL LE GIBLOUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47P","VILLARSEL SUR MARLY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47Q","VILLARSIVIRIAUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47R","VILLARVOLARD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47S","VILLAZ SAINT PIERRE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47T","VILLENEUVE (FRIBOURG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47U","VUADENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47V","VUARMARENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47W","VUIPPENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47X","VUISSENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47Y","VUISTERNENS DEVANT R","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU47Z","VUISTERNENS EN OGOZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU471","SAINT SILVESTER","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU472","SAINT URSEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU473","SURPIERRE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU474","TAFERS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU475","TENTLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU476","TORNY LE GRAND","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU477","TREYVAUX","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU478","UEBERSTORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU479","ULMIZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48A","HAUT-INTYAMON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48B","LA BRILLAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48C","LA FOLLIAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48D","LA SONNAZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48F","LA VERRIERE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48G","LE FLON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48H","LE GLEBE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48I","LE MOURET","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48J","LES MONTETS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48K","PONT EN OGOZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48L","VILLORSONNENS","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU48M","VERNAY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU481","WALLENBUCH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU482","WALLENRIED","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU483","WUENNEWIL FLAMATT","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU484","ZENAUVA","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU485","ZUMHOLZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU486","AVRY","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU487","BAS-INTYAMON","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU488","DELLEY-PORTALBAN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU489","HAUTERIVE (FR)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51A","BEINWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51B","BELLACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51C","BETTLACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51D","BIBERIST","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51E","BIBERN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51F","BIEZWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51G","BOLKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51H","BONINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51I","BREITENBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51J","BRUEGGLEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51K","BRUNNENTHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51L","BUEREN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51M","BUESSERACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51N","DAENIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51O","DEITINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51P","DERENDINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51Q","DORNACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51R","DULLIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51S","EGERKINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51T","EPPENBERG WOESCHNAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51U","ERSCHWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51V","ETZIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51W","FEHREN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51X","FELDBRUNNEN SAINT NI","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51Y","FLUMENTHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU51Z","FULENBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU511","AEDERMANNSDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU512","AESCHI","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU513","AETIGKOFEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU514","AETINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU515","BAERSCHWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU516","BAETTWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU517","BALM BEI GUENSBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU518","BALM BEI MESSEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU519","BALSTHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52A","HAEGENDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52B","HAERKINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52C","HALTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52D","HAUENSTEIN IFENTHAL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52E","HEINRICHSWIL WINISTO","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52F","HERBETSWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52G","HERSIWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52H","HESSIGKOFEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52I","HIMMELRIED","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52J","HOCHWALD","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52K","HOFSTETTEN FLUEH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52L","HOLDERBANK (SOLEURE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52M","HORRIWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52N","HUBERSDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52O","HUENIKEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52P","KAMMERSROHR","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52Q","KAPPEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52R","KESTENHOLZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52S","KIENBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52T","KLEINLUETZEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52U","KRIEGSTETTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52V","KUETTIGKOFEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52W","KYBURG BUCHEGG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52X","LANGENDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52Y","LAUPERSDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU52Z","LOHN AMMANNSEGG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU521","GAENSBRUNNEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU522","GEMPEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU523","GERLAFINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU524","GOSSLIWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU525","GRENCHEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU526","GRETZENBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU527","GRINDEL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU528","GUENSBERG","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU529","GUNZGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53A","METZERLEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53B","MUEHLEDORF (SOLEURE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53C","MUEMLISWIL RAMISWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53D","NENNIGKOFEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53E","NEUENDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53F","NIEDERBUCHSITEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53G","NIEDERERLINSBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53H","NIEDERGOESGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53I","NIEDERWIL (SOLEURE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53J","NUGLAR SAINT PANTALE","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53K","NUNNINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53L","OBERBUCHSITEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53M","RICKENBACH (SO)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53N","OBERERLINSBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53O","OBERGERLAFINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53P","OBERGOESGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53Q","OBERRAMSERN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53R","OEKINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53S","OENSINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53T","OLTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53U","RECHERSWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53W","RIEDHOLZ","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53X","RODERSDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53Y","ROHR(SOLEURE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU53Z","RUETTENEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU531","LOMMISWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU532","LOSTORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU533","LUESSLINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU534","LUETERKOFENICHERTSW","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU535","LUETERSWIL GAECHLIWI","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU536","LUTERBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU537","MATZENDORF","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU538","MELTINGEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU539","MESSEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54A","TRIMBACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54B","TSCHEPPACH","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54C","UNTERRAMSERN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54D","WALTERSWIL (SOLEURE)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54E","WANGEN BEI OLTEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54F","WELSCHENROHR","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54G","WINZNAU","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54H","WISEN","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54I","WITTERSWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54J","WOLFWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54K","ZUCHWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54L","ZULLWIL","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
"SU54M","OBERDORF (SO)","Null","Null","Null","","","SU","Suisse","Null","Null","","",""
